Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.081.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.081.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.080.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.080.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.079.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.079.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.078.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.078.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.077.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.077.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.076.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.076.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.075.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.075.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.074.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.074.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.073.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.073.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.072.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.072.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.071.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.071.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.070.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.070.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.069.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.069.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.068.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.068.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.067.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.067.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.066.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.066.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.065.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.065.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.064.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.064.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.063.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.063.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.062.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.062.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.061.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.061.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.060.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.060.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.059.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.059.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.058.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.058.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.057.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.057.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.056.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.056.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.055.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.055.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.054.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.054.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.053.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.053.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.052.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.052.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.051.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.051.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.050.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.050.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.049.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.049.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.048.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.048.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.047.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.047.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.046.exe	Удалено	Объект удален	EICAR-Test-File		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.046.exe	Удалено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.045.exe	Удалено	Объект удален	EICAR-Test-File		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.045.exe	Удалено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.044.exe	Удалено	Объект удален	EICAR-Test-File		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.044.exe	Удалено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.043.exe	Удалено	Объект удален	EICAR-Test-File		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.043.exe	Удалено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.042.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.042.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.041.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.041.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.040.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.040.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.039.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.039.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.038.exe	Удалено	Объект удален	EICAR-Test-File		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.038.exe	Удалено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.037.exe	Удалено	Объект удален	EICAR-Test-File		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.037.exe	Удалено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.036.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.036.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.035.exe	Удалено	Объект удален	EICAR-Test-File		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.035.exe	Удалено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.034.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.034.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.033.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.033.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.032.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.032.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.031.exe	Удалено	Объект удален	Trojan.Win32.Shelma.ind		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.031.exe	Удалено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:25:45	C:\Users\IEUser\Desktop\out.zip\out\bit.030.exe	Удалено	Объект удален	EICAR-Test-File		Файл	C:\Users\IEUser\Desktop\out.zip//out	bit.030.exe	Удалено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
